Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Garage Age,House Age
617,534475185,20,RL,12160,Pave,3,Lvl,3,Inside,2,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,2,2,CBlock,2,2,1,2,1024.0,-1,0.0,481.0,1505.0,GasA,4,Y,4,1505,0,0,1505,1.0,0.0,1,0,2,1,2,6,4,1,Attchd,3,2.0,505.0,2,2,2,0,0,0,162,0,0,0,2,2009,WD ,149500.0,57.0,57
2209,909256120,30,RL,6305,Pave,3,Bnk,3,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,1,1,1,-1,0.0,-1,0.0,920.0,920.0,GasA,4,Y,4,954,0,0,954,0.0,0.0,1,0,2,1,1,5,4,1,Basment,2,1.0,240.0,1,2,2,0,0,0,0,0,0,0,6,2007,WD ,119750.0,72.0,72
2814,907418020,60,RL,8846,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,3,2,1,-1,0.0,-1,0.0,750.0,750.0,GasA,4,Y,4,750,750,0,1500,0.0,0.0,2,1,3,1,3,6,4,0,Attchd,3,2.0,564.0,2,2,2,0,35,0,0,0,0,0,8,2006,New,173900.0,5.0,5
2542,534275010,20,RL,10659,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,2,1,1,915.0,-1,0.0,135.0,1050.0,GasA,2,Y,4,1050,0,0,1050,1.0,0.0,1,0,3,1,2,6,4,0,Attchd,2,1.0,368.0,2,2,2,0,319,0,0,0,0,0,1,2006,COD,136500.0,49.0,49
2323,527146135,160,RL,13108,Pave,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,3,2,1,-1,0.0,-1,0.0,2062.0,2062.0,GasA,4,Y,4,2079,608,0,2687,0.0,0.0,2,1,4,1,3,9,4,0,Attchd,4,2.0,618.0,2,2,2,168,12,0,0,0,0,0,12,2006,WD ,270000.0,16.0,16
1393,905202230,20,RL,13500,Pave,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,6,7,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,2,2,CBlock,3,2,4,2,429.0,3,1080.0,93.0,1602.0,GasA,3,Y,4,1252,0,0,1252,1.0,0.0,1,0,1,1,2,4,4,1,Attchd,3,2.0,564.0,2,2,2,409,0,0,0,0,0,0,3,2008,WD ,235000.0,50.0,50
490,528290190,80,RL,7750,Pave,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,3,2,1,-1,0.0,-1,0.0,384.0,384.0,GasA,4,Y,4,774,656,0,1430,0.0,0.0,2,1,3,1,2,7,4,1,BuiltIn,3,2.0,400.0,2,2,2,0,0,0,0,0,0,0,3,2009,WD ,156000.0,11.0,11
542,531375130,20,RL,12450,Pave,3,Lvl,3,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,3,2,1,4,836.0,-1,0.0,278.0,1114.0,GasA,4,Y,4,1114,0,0,1114,1.0,0.0,2,0,3,1,3,6,4,0,Detchd,2,2.0,576.0,2,2,2,0,42,0,0,0,0,0,6,2009,WD ,153000.0,6.0,7
973,923203190,120,RM,4500,Pave,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,2,2,PConc,4,2,1,4,883.0,-1,0.0,341.0,1224.0,GasA,4,Y,4,1224,0,0,1224,1.0,0.0,2,0,2,1,2,5,4,0,Attchd,4,2.0,402.0,2,2,2,0,304,0,0,0,0,0,6,2009,WD ,165000.0,11.0,11
1012,527212050,60,RL,11198,Pave,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,1Fam,2Story,9,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,3,2,PConc,3,3,1,-1,0.0,-1,0.0,1122.0,1122.0,GasA,4,Y,4,1134,1370,0,2504,0.0,0.0,2,1,4,1,4,11,4,1,BuiltIn,4,3.0,656.0,2,2,2,144,39,0,0,0,0,0,6,2008,WD ,325000.0,5.0,5
2218,909281020,190,RL,6221,Pave,2,Lvl,3,Inside,2,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,2,1,1,0,533.0,-1,0.0,195.0,728.0,GasA,4,Y,4,760,595,0,1355,0.0,0.0,2,0,3,1,2,5,4,0,Detchd,2,2.0,528.0,2,2,2,0,0,0,0,144,0,0,10,2007,WD ,140000.0,44.0,69
2033,903453080,80,RM,13200,Pave,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,2,2,CBlock,2,2,1,2,375.0,-1,0.0,366.0,741.0,GasA,1,Y,4,1497,797,0,2294,0.0,0.0,3,0,5,1,2,9,4,1,Attchd,2,2.0,658.0,2,2,2,0,110,0,0,0,0,0,4,2007,WD ,202500.0,47.0,47
1071,528180140,120,RL,8769,Pave,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,4,2,PConc,4,2,1,4,1540.0,-1,0.0,162.0,1702.0,GasA,4,Y,4,1702,0,0,1702,1.0,0.0,1,1,1,1,4,7,4,1,Attchd,4,3.0,1052.0,2,2,2,0,72,0,0,224,0,0,10,2008,New,367294.0,2.0,2
1583,916403230,80,RL,10200,Pave,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,SLvl,6,5,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,3,2,CBlock,3,2,3,4,783.0,-1,0.0,678.0,1461.0,GasA,4,Y,4,1509,0,0,1509,1.0,0.0,2,0,3,1,3,5,4,1,Attchd,3,2.0,600.0,2,2,2,224,0,0,0,0,0,0,8,2008,WD ,175000.0,22.0,22
2858,909275230,70,RL,9550,Pave,2,Lvl,3,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,7,5,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,2,3,1,3,216.0,-1,0.0,540.0,756.0,GasA,3,Y,4,961,756,0,1717,1.0,0.0,1,0,3,1,3,7,4,1,Detchd,2,3.0,642.0,2,2,2,0,35,272,0,0,0,0,2,2006,WD ,140000.0,12.0,95
2265,916403040,20,RL,10331,Pave,3,Lvl,3,CulDSac,2,Timber,Norm,Norm,1Fam,1Story,7,7,1985,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,1,3,215.0,2,80.0,970.0,1265.0,GasA,3,Y,4,1240,0,0,1240,0.0,1.0,2,0,3,1,3,6,4,0,Attchd,2,2.0,528.0,2,2,2,232,0,0,0,0,0,0,7,2007,WD ,174000.0,25.0,25
1088,528235180,80,RL,9587,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,3,2,PConc,3,2,4,4,655.0,-1,0.0,201.0,856.0,GasA,4,Y,4,1166,0,0,1166,1.0,0.0,2,0,2,1,3,5,4,0,Attchd,4,2.0,400.0,2,2,2,212,0,0,0,0,0,0,7,2008,WD ,190000.0,5.0,5
698,902105060,70,RM,9900,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,8,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,2,2,1,-1,0.0,-1,0.0,504.0,504.0,GasA,4,Y,4,764,700,0,1464,0.0,0.0,2,0,3,1,2,7,4,0,NA,1,0.0,0.0,-1,-1,0,0,0,176,0,0,0,0,3,2009,WD ,129000.0,2010.0,100
1896,534425015,20,RL,22002,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,2,3,CBlock,2,2,2,3,1386.0,-1,0.0,206.0,1592.0,GasA,3,Y,4,1652,0,0,1652,1.0,0.0,1,1,3,1,3,6,4,1,Attchd,3,2.0,510.0,2,2,2,0,0,0,0,201,0,0,7,2007,WD ,200000.0,51.0,51
628,535126010,60,RL,13000,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,2,3,CBlock,3,2,1,1,448.0,-1,0.0,448.0,896.0,GasA,2,Y,4,1182,960,0,2142,0.0,0.0,2,1,4,1,3,8,4,1,Attchd,4,1.0,509.0,2,2,2,0,72,0,0,252,0,0,6,2009,WD ,193500.0,42.0,42
1212,534403050,20,RL,8250,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,2,2,CBlock,3,2,1,1,787.0,-1,0.0,305.0,1092.0,GasA,4,Y,4,1092,0,0,1092,1.0,0.0,1,0,3,1,2,6,4,0,Attchd,3,2.0,504.0,2,3,2,0,0,0,0,0,0,0,7,2008,WD ,145000.0,46.0,46
2864,909280070,50,RL,8170,Pave,2,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,3,3,BrkTil,2,2,1,3,526.0,-1,0.0,496.0,1022.0,GasA,4,Y,3,1122,549,0,1671,0.0,0.0,2,0,4,1,2,7,4,1,Detchd,2,2.0,451.0,2,2,2,0,0,0,0,0,0,0,2,2006,WD ,218000.0,47.0,81
2740,905451050,20,RL,12048,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,2,2,Slab,-1,-1,0,-2,0.0,-2,0.0,0.0,0.0,GasA,3,Y,4,1488,0,0,1488,0.0,0.0,1,0,3,1,2,7,4,1,Attchd,3,2.0,569.0,2,2,2,0,189,36,0,348,0,0,4,2006,WD ,135000.0,8.0,58
2560,534475160,20,RL,10858,Pave,3,Lvl,3,Corner,2,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,2,3,CBlock,2,2,2,0,40.0,-1,0.0,1404.0,1444.0,GasA,4,Y,4,1624,0,0,1624,1.0,0.0,1,0,2,1,2,6,3,1,Attchd,3,1.0,240.0,2,2,2,0,40,324,0,0,0,0,7,2006,WD ,146500.0,58.0,58
1716,528174010,120,RL,7577,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,3,2,PConc,3,2,3,3,20.0,-1,0.0,1342.0,1362.0,GasA,4,Y,4,1362,0,0,1362,0.0,0.0,2,0,2,1,3,6,4,1,Attchd,3,2.0,460.0,2,2,2,192,28,0,0,0,0,0,6,2007,WD ,194700.0,5.0,5
1130,528488140,20,FV,7500,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,3,2,PConc,3,2,1,4,902.0,-1,0.0,316.0,1218.0,GasA,4,Y,4,1218,0,0,1218,1.0,0.0,2,0,2,1,3,6,4,0,Attchd,4,2.0,462.0,2,2,2,168,168,0,0,0,0,0,4,2008,New,230348.0,2.0,3
201,903234050,30,RM,6120,Pave,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,1,1,1,3,960.0,-1,0.0,164.0,1124.0,GasA,2,Y,4,1068,0,0,1068,1.0,0.0,1,0,2,1,2,5,4,1,Detchd,2,1.0,288.0,2,2,2,0,0,128,0,0,0,0,3,2010,WD ,109500.0,87.0,87
2886,913350030,20,RL,23580,Pave,2,Lvl,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,6,6,1979,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,4,4,776.0,-1,0.0,849.0,1625.0,GasA,2,Y,4,1625,0,0,1625,0.0,1.0,2,0,3,1,1,6,4,1,Attchd,4,2.0,576.0,2,2,2,136,28,0,0,0,0,0,9,2006,WD ,242500.0,31.0,31
2328,527190050,160,RL,5306,Pave,2,Lvl,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,1,4,495.0,1,215.0,354.0,1064.0,GasA,3,Y,4,1064,703,0,1767,1.0,0.0,2,0,2,1,3,5,4,1,Attchd,3,2.0,504.0,3,2,2,441,35,0,0,0,0,0,6,2006,WD ,239000.0,23.0,23
2583,535301150,20,RL,8092,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,2,3,CBlock,2,2,1,3,824.0,-1,0.0,226.0,1050.0,GasA,4,Y,4,1050,0,0,1050,1.0,0.0,1,0,3,1,3,6,4,0,Attchd,3,1.0,286.0,2,2,2,0,0,0,0,0,0,0,6,2006,WD ,156000.0,56.0,56
1206,534277060,20,RL,8593,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,2,2,1,1,288.0,-1,0.0,619.0,907.0,GasA,4,Y,4,907,0,0,907,0.0,0.0,1,0,3,1,2,5,4,0,Detchd,2,1.0,352.0,2,2,2,0,0,0,0,0,0,0,7,2008,WD ,109008.0,46.0,53
2242,910206010,50,RM,11067,Pave,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,-1,-1,0,-2,0.0,-2,0.0,0.0,0.0,GasA,4,Y,4,640,0,205,845,0.0,0.0,1,0,1,1,2,4,-1,0,Detchd,2,1.0,256.0,2,1,0,48,0,0,0,0,0,0,3,2007,WD ,68104.0,60.0,71
1105,528363020,60,RL,11929,Pave,2,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,3,2,PConc,3,2,3,-1,0.0,-1,0.0,1242.0,1242.0,GasA,4,Y,4,1251,1250,0,2501,0.0,0.0,2,1,4,1,3,9,4,1,Attchd,3,3.0,751.0,2,2,2,192,87,0,0,0,0,0,6,2008,WD ,290000.0,15.0,15
121,534401110,20,RL,9900,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,3,2,1,2,1059.0,-1,0.0,150.0,1209.0,GasA,3,Y,4,1209,0,0,1209,1.0,0.0,1,0,3,1,2,6,4,0,Attchd,3,2.0,504.0,2,2,2,0,0,120,0,0,0,0,4,2010,ConLD,159000.0,44.0,44
1223,534453140,70,RL,4882,Pave,2,Bnk,3,Inside,1,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,2,2,1,1,120.0,-1,0.0,228.0,348.0,GasA,2,Y,4,453,453,0,906,0.0,0.0,1,0,2,1,2,5,4,0,Basment,2,1.0,231.0,1,2,2,0,0,0,0,0,0,0,9,2008,WD ,87000.0,73.0,73
265,907252120,20,RL,11423,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,3,2,PConc,3,2,3,4,1358.0,-1,0.0,223.0,1581.0,GasA,4,Y,4,1601,0,0,1601,1.0,0.0,2,0,3,1,3,6,4,1,Attchd,3,2.0,670.0,2,2,2,180,0,0,0,0,0,2000,5,2010,WD ,272000.0,9.0,9
2813,907414040,20,RL,8772,Pave,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,2,4,996.0,-1,0.0,340.0,1336.0,GasA,4,Y,4,1336,0,0,1336,1.0,0.0,2,0,3,1,3,6,4,0,Attchd,2,2.0,502.0,2,2,2,136,43,0,0,0,0,0,9,2006,New,198000.0,5.0,5
1294,902109120,50,RM,7628,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,2,2,1,-1,0.0,-1,0.0,801.0,801.0,GasA,3,Y,3,1095,561,0,1656,0.0,0.0,2,0,2,1,2,8,1,0,Detchd,2,2.0,440.0,2,2,2,187,0,0,0,0,0,0,5,2008,WD ,119164.0,52.0,70
2745,905477010,20,RL,8335,Pave,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,Slab,-1,-1,0,-2,0.0,-2,0.0,0.0,0.0,GasA,3,Y,4,1124,0,0,1124,0.0,0.0,1,0,3,1,2,5,2,1,NA,1,0.0,0.0,-1,-1,0,0,36,190,0,0,0,0,4,2006,WD ,93000.0,2010.0,56
1094,528280180,60,RL,8220,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,3,2,PConc,3,2,3,4,544.0,-1,0.0,438.0,982.0,GasA,4,Y,4,1008,884,0,1892,0.0,0.0,2,1,3,1,2,8,4,1,Attchd,3,2.0,431.0,2,2,2,108,0,0,0,0,0,0,7,2008,WD ,226750.0,10.0,10
651,535353140,190,RL,10615,Pave,2,Bnk,3,Corner,1,OldTown,Artery,Artery,2fmCon,2Story,3,5,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,1,2,2,2,440.0,-1,0.0,538.0,978.0,GasA,2,Y,4,1014,685,0,1699,1.0,0.0,2,0,3,2,2,7,4,0,CarPort,2,2.0,420.0,1,1,2,0,74,0,0,0,0,0,8,2009,WD ,95000.0,90.0,110
198,903228150,50,RM,6000,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,2,1,1,300.0,-1,0.0,480.0,780.0,GasA,2,Y,4,780,636,0,1416,0.0,0.0,1,1,3,1,2,6,4,0,Detchd,2,1.0,312.0,2,2,1,221,0,48,0,0,0,0,3,2010,WD ,139900.0,62.0,62
131,534451150,30,RL,5350,Pave,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,3,2,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,0,CBlock,2,2,1,-1,0.0,-1,0.0,728.0,728.0,GasA,4,Y,4,1306,0,0,1306,0.0,0.0,1,0,3,1,1,6,1,0,NA,1,0.0,0.0,-1,-1,2,263,0,0,0,0,0,450,5,2010,WD ,76500.0,2010.0,70
1258,535380110,30,RL,5400,Pave,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,4,7,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,2,2,1,-1,0.0,-1,0.0,672.0,672.0,GasA,3,Y,4,672,0,0,672,0.0,0.0,1,0,2,1,2,4,4,0,Detchd,2,1.0,308.0,2,2,0,88,108,0,0,0,0,0,7,2008,WD ,86900.0,13.0,70
1599,923227030,20,RL,17979,Pave,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,None,0.0,2,3,CBlock,2,2,1,3,785.0,-1,0.0,328.0,1113.0,GasA,4,Y,4,1160,0,0,1160,1.0,0.0,1,0,3,1,3,6,4,0,Attchd,2,1.0,257.0,2,2,2,81,0,0,0,0,0,500,2,2008,WD ,152500.0,42.0,42
1508,908250090,20,RL,9520,Pave,3,Bnk,3,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,2,2,CBlock,3,2,1,1,767.0,-1,0.0,144.0,911.0,GasA,2,Y,4,930,0,0,930,0.0,0.0,1,0,2,1,2,5,4,0,Attchd,3,1.0,286.0,2,2,2,134,0,0,0,0,0,3000,5,2008,WD ,99000.0,57.0,57
615,534450150,30,RL,5330,Pave,3,HLS,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,4,7,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,2,2,1,0,280.0,-1,0.0,140.0,420.0,GasA,3,Y,4,708,0,0,708,0.0,0.0,1,0,2,1,1,5,4,0,NA,1,0.0,0.0,-1,-1,2,164,0,0,0,0,0,0,12,2009,WD ,82500.0,2010.0,70
1815,531451030,120,RL,8012,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,3,2,PConc,3,2,1,4,430.0,-1,0.0,1145.0,1575.0,GasA,3,Y,4,1575,0,0,1575,1.0,0.0,2,0,2,1,3,5,4,0,Attchd,3,2.0,529.0,2,2,2,0,0,52,0,0,0,0,7,2007,WD ,179200.0,18.0,18
2712,905105010,20,RL,9000,Pave,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,2,2,1,3,773.0,-1,0.0,286.0,1059.0,GasA,3,Y,4,1059,0,0,1059,1.0,0.0,1,0,3,1,2,6,4,0,Attchd,4,1.0,286.0,2,2,2,0,88,0,0,0,0,0,6,2006,WD ,142500.0,44.0,44
2051,905101070,20,RL,14299,Pave,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,2,1,1,513.0,0,144.0,348.0,1005.0,GasA,2,Y,4,1005,0,0,1005,1.0,0.0,1,0,3,1,2,5,4,0,Detchd,2,2.0,440.0,2,2,0,0,0,0,0,0,0,0,7,2007,WD ,115400.0,46.0,46
1863,534104090,60,FV,7050,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,4,738.0,-1,0.0,319.0,1057.0,GasA,4,Y,4,1057,872,0,1929,1.0,0.0,2,1,3,1,3,7,4,1,Attchd,4,2.0,650.0,2,2,2,0,235,0,0,0,0,0,5,2007,WD ,226000.0,9.0,9
2510,533212130,160,FV,3180,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,3,2,1,-1,0.0,-1,0.0,600.0,600.0,GasA,4,Y,4,520,600,80,1200,0.0,0.0,2,1,2,1,3,4,4,0,Detchd,3,2.0,480.0,2,2,2,0,166,0,0,0,0,0,4,2006,WD ,144152.0,5.0,5
1069,528178090,60,RL,16451,Pave,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,3,2,PConc,4,2,4,-1,0.0,-1,0.0,1765.0,1765.0,GasA,4,Y,4,1804,886,0,2690,0.0,0.0,2,1,4,1,3,9,4,1,BuiltIn,4,3.0,795.0,2,2,2,268,58,0,0,0,0,0,7,2008,WD ,370000.0,7.0,7
336,923276030,20,RL,12887,Pave,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,2,1,207.0,4,590.0,36.0,833.0,GasA,2,Y,4,833,0,0,833,1.0,0.0,1,0,2,1,3,5,4,0,Attchd,2,2.0,495.0,2,2,2,431,0,0,0,0,0,0,4,2010,WD ,149900.0,26.0,26
2417,528221100,60,RL,15578,Pave,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,-1,0.0,-1,0.0,728.0,728.0,GasA,3,Y,4,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,4,0,Attchd,3,2.0,429.0,2,2,2,0,0,0,0,0,0,0,5,2006,New,172785.0,4.0,4
1962,535451110,20,RL,7200,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,8,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,2,2,1,3,398.0,2,149.0,317.0,864.0,GasA,3,Y,4,864,0,0,864,1.0,0.0,1,0,3,1,3,5,4,0,Detchd,3,2.0,720.0,2,2,2,194,0,0,0,0,0,0,7,2007,WD ,129000.0,30.0,60
372,527302175,20,RL,17043,Pave,2,Lvl,3,CulDSac,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,1,1,-1,0.0,-1,0.0,1362.0,1362.0,GasA,2,Y,4,1586,0,0,1586,0.0,0.0,2,0,3,1,2,7,4,1,Attchd,2,2.0,435.0,2,2,2,192,0,0,0,0,0,0,1,2009,WD ,181000.0,31.0,31
2578,535178100,80,RL,10000,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,2,2,CBlock,2,2,3,2,678.0,1,281.0,99.0,1058.0,GasA,4,Y,4,1370,0,0,1370,1.0,0.0,1,0,3,1,2,6,4,1,Basment,3,1.0,300.0,2,2,2,191,0,0,0,120,0,0,2,2006,WD ,148000.0,54.0,54
